"Ytrain","PC1","PC2","sexFemale","age","raceAfrican.American","raceAsian","raceCaucasian","raceHispanic","raceOther","juv_fel_count","juv_misd_count","juv_other_count","priors_count","c_charge_degreeM","log.age.","log.juv_fel_count.","log.juv_misd_count.","log.juv_other_count.","log.priors_count."
1,-0.184158163182989,2.03627152162087,0,21,1,0,0,0,0,0,0,0,1,0,3.09104245335832,0,0,0,0.693147180559945
1,0.281077007436111,1.43719112657344,1,26,1,0,0,0,0,0,0,0,1,0,3.29583686600433,0,0,0,0.693147180559945
2,0.686253637815813,0.453397462687464,1,34,1,0,0,0,0,0,0,0,1,0,3.55534806148941,0,0,0,0.693147180559945
1,1.35779097557429,-2.92641046729626,0,60,0,0,0,1,0,0,0,0,4,0,4.11087386417331,0,0,0,1.6094379124341
1,1.13159369877598,1.73565851750767,0,27,0,0,1,0,0,0,0,0,0,0,3.3322045101752,0,0,0,0
2,0.893565605937622,1.46119909106169,0,30,1,0,0,0,0,0,0,0,0,1,3.43398720448515,0,0,0,0
1,-3.32713934389842,3.98124853222503,0,25,1,0,0,0,0,0,0,2,0,1,3.25809653802148,0,0,1.09861228866811,0
2,-0.545042421548418,-5.17445300219083,0,60,1,0,0,0,0,0,0,0,19,0,4.11087386417331,0,0,0,2.99573227355399
1,-1.03304419150355,-5.38503150411526,0,56,1,0,0,0,0,0,0,0,24,0,4.04305126783455,0,0,0,3.2188758248682
1,0.367818682086339,0.112922763824343,0,33,1,0,0,0,0,0,0,0,2,1,3.52636052461616,0,0,0,1.09861228866811
2,-3.34314035214618,-0.479591043690675,0,25,0,0,1,0,0,0,1,0,9,0,3.25809653802148,0,0.693147180559945,0,2.30258509299405
2,-0.468367414872442,-0.777509507046744,0,32,1,0,0,0,0,0,0,0,6,0,3.49650756146648,0,0,0,1.94591014905531
2,-0.457377454080577,0.904664994024027,0,24,1,0,0,0,0,0,0,0,3,0,3.2188758248682,0,0,0,1.38629436111989
2,-2.49672746811966,1.24371730436321,0,23,0,0,1,0,0,0,1,0,2,0,3.17805383034795,0,0.693147180559945,0,1.09861228866811
2,-0.0541123731059059,1.14219542234132,0,23,0,0,0,1,0,0,0,0,3,0,3.17805383034795,0,0,0,1.38629436111989
2,0.0599048832520423,1.44310332018713,0,25,1,0,0,0,0,0,0,0,1,0,3.25809653802148,0,0,0,0.693147180559945
1,-7.24335766433313,1.77493494843696,0,32,1,0,0,0,0,0,0,4,9,0,3.49650756146648,0,0,1.6094379124341,2.30258509299405
1,1.71319871576649,-0.431084637700292,1,49,1,0,0,0,0,0,0,0,0,0,3.91202300542815,0,0,0,0
1,-0.120153162626454,1.88068046502688,0,22,1,0,0,0,0,0,0,0,1,0,3.13549421592915,0,0,0,0.693147180559945
1,0.413409712693944,2.19189973265078,0,24,1,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0
1,-0.489660649376406,-0.22263926411694,0,29,1,0,0,0,0,0,0,0,5,0,3.40119738166216,0,0,0,1.79175946922805
2,-2.08532153528893,1.23638551828291,1,20,1,0,0,0,0,1,0,0,1,0,3.04452243772342,0.693147180559945,0,0,0.693147180559945
1,1.83881610491405,-1.15104724193853,0,49,0,0,1,0,0,0,0,0,1,1,3.91202300542815,0,0,0,0.693147180559945
2,-5.04054057868489,-0.266181628528229,0,18,1,0,0,0,0,3,0,0,2,0,2.94443897916644,1.38629436111989,0,0,1.09861228866811
1,0.839977836161346,2.44424547801966,0,22,0,0,1,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0
1,-4.98980763217455,-3.76570282398176,0,34,1,0,0,0,0,3,0,0,8,0,3.55534806148941,1.38629436111989,0,0,2.19722457733622
2,-0.178017089928277,0.757364881319398,1,26,1,0,0,0,0,0,0,0,3,0,3.29583686600433,0,0,0,1.38629436111989
2,0.227534906227145,2.64368001499358,0,21,1,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0
2,1.75718005359864,-1.96968391512132,0,54,0,0,1,0,0,0,0,0,2,1,4.00733318523247,0,0,0,1.09861228866811
1,1.48537193651371,-2.01395559253796,0,59,1,0,0,0,0,0,0,0,1,0,4.0943445622221,0,0,0,0.693147180559945
2,-2.04165732850996,3.59118173741193,0,22,1,0,0,0,0,0,0,1,0,0,3.13549421592915,0,0,0.693147180559945,0
2,0.487196369199847,1.7146539323434,0,24,0,0,0,0,1,0,0,0,1,0,3.2188758248682,0,0,0,0.693147180559945
2,1.6877941904333,-0.785063221549335,0,45,0,0,1,0,0,0,0,0,1,1,3.8286413964891,0,0,0,0.693147180559945
1,0.456169932228081,2.61954520089077,1,22,1,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0
2,0.0339059099830714,0.242674982920546,1,30,1,0,0,0,0,0,0,0,3,0,3.43398720448515,0,0,0,1.38629436111989
1,1.29622372422038,1.86711475999885,1,27,0,0,1,0,0,0,0,0,0,0,3.3322045101752,0,0,0,0
2,1.15225965176661,1.61417527396965,0,29,0,0,0,1,0,0,0,0,0,0,3.40119738166216,0,0,0,0
1,1.70747327498409,0.794276210387461,0,37,0,0,0,0,1,0,0,0,0,1,3.63758615972639,0,0,0,0
1,0.284886397650979,1.18789873936567,0,25,0,0,0,0,1,0,0,0,2,0,3.25809653802148,0,0,0,1.09861228866811
1,1.6599057616959,-0.621778939635518,1,44,0,0,1,0,0,0,0,0,1,0,3.80666248977032,0,0,0,0.693147180559945
1,-0.295901839143921,-2.08518685548859,0,41,1,0,0,0,0,0,0,0,8,0,3.73766961828337,0,0,0,2.19722457733622
1,0.417713813916336,0.0673752600494393,0,30,0,0,1,0,0,0,0,0,3,0,3.43398720448515,0,0,0,1.38629436111989
2,0.0644670430955057,0.849471842633672,0,27,1,0,0,0,0,0,0,0,2,1,3.3322045101752,0,0,0,1.09861228866811
2,0.83873580850066,1.15890589562233,0,32,1,0,0,0,0,0,0,0,0,0,3.49650756146648,0,0,0,0
1,-0.0582521706386533,1.73022689390366,0,23,1,0,0,0,0,0,0,0,1,0,3.17805383034795,0,0,0,0.693147180559945
2,0.877861850375877,0.0911143320067666,0,34,0,0,0,1,0,0,0,0,2,1,3.55534806148941,0,0,0,1.09861228866811
1,0.474814338979009,0.435544425705564,0,33,1,0,0,0,0,0,0,0,1,0,3.52636052461616,0,0,0,0.693147180559945
1,0.333852821683453,-0.0500799650517297,1,33,1,0,0,0,0,0,0,0,3,1,3.52636052461616,0,0,0,1.38629436111989
1,0.564158170992288,-0.288125299928409,0,33,0,0,1,0,0,0,0,0,3,0,3.52636052461616,0,0,0,1.38629436111989
1,1.43494533776681,0.999109438698339,0,33,0,0,1,0,0,0,0,0,0,0,3.52636052461616,0,0,0,0
2,0.71939610822476,-0.739994468698149,0,41,1,0,0,0,0,0,0,0,2,1,3.73766961828337,0,0,0,1.09861228866811
1,1.27353437455506,0.14849979764113,0,37,0,0,0,1,0,0,0,0,1,1,3.63758615972639,0,0,0,0.693147180559945
1,-0.846506408921944,-0.716888886089423,0,28,1,0,0,0,0,0,0,0,9,1,3.36729582998647,0,0,0,2.30258509299405
2,0.636227978106577,2.18196805605101,1,25,1,0,0,0,0,0,0,0,0,0,3.25809653802148,0,0,0,0
2,0.0199491683130424,-3.71266232654629,0,51,0,0,0,0,1,0,0,0,14,0,3.95124371858143,0,0,0,2.70805020110221
1,0.64650256197189,0.985246840180165,1,30,1,0,0,0,0,0,0,0,1,1,3.43398720448515,0,0,0,0.693147180559945
1,1.79215640218321,-0.18770597374894,1,47,1,0,0,0,0,0,0,0,0,1,3.87120101090789,0,0,0,0
2,0.961847642071611,2.14805625227085,0,24,0,0,1,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0
1,0.591745072199844,-1.12474972745268,0,37,0,0,1,0,0,0,0,0,5,1,3.63758615972639,0,0,0,1.79175946922805
2,1.65709002587502,-0.825442495955314,0,52,1,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0
2,-3.04028568887734,1.40858482817729,0,25,1,0,0,0,0,0,0,1,5,0,3.25809653802148,0,0,0.693147180559945,1.79175946922805
1,0.195767432121508,-4.06126560589604,0,60,1,0,0,0,0,0,0,0,10,0,4.11087386417331,0,0,0,2.39789527279837
1,1.82619959688112,-2.91204501301848,0,62,0,0,1,0,0,0,0,0,3,1,4.14313472639153,0,0,0,1.38629436111989
2,0.581441489810298,-3.68948287116267,0,57,0,0,0,0,1,0,0,0,10,0,4.06044301054642,0,0,0,2.39789527279837
2,-2.59197880352693,2.30221674440362,0,24,1,0,0,0,0,0,0,1,2,0,3.2188758248682,0,0,0.693147180559945,1.09861228866811
2,0.814440277190668,-0.531326447612916,0,37,0,0,0,1,0,0,0,0,3,1,3.63758615972639,0,0,0,1.38629436111989
1,-7.54472315657665,0.58077422965427,0,25,0,0,1,0,0,0,2,1,9,0,3.25809653802148,0,1.09861228866811,0.693147180559945,2.30258509299405
2,-0.489660649376406,-0.22263926411694,0,29,1,0,0,0,0,0,0,0,5,0,3.40119738166216,0,0,0,1.79175946922805
2,1.81059258049945,-0.762696883949741,0,52,1,0,0,0,0,0,0,0,0,1,3.97029191355212,0,0,0,0
2,-0.489660649376406,-0.22263926411694,0,29,1,0,0,0,0,0,0,0,5,0,3.40119738166216,0,0,0,1.79175946922805
2,-0.106137454584912,-4.38487750649509,0,59,1,0,0,0,0,0,0,0,13,0,4.0943445622221,0,0,0,2.63905732961526
2,0.482488334155881,-0.600472171171786,0,39,1,0,0,0,0,0,0,0,2,0,3.68887945411394,0,0,0,1.09861228866811
1,1.71657124812156,-0.92565800246899,0,48,0,0,0,1,0,0,0,0,1,1,3.89182029811063,0,0,0,0.693147180559945
2,0.558137762180578,0.183026844170667,0,31,0,0,0,0,1,0,0,0,3,1,3.46573590279973,0,0,0,1.38629436111989
2,-5.31007524600494,3.24327216048317,0,20,1,0,0,0,0,0,1,1,1,0,3.04452243772342,0,0.693147180559945,0.693147180559945,0.693147180559945
1,2.28710512037623,-0.632303452588481,0,50,0,0,1,0,0,0,0,0,0,1,3.93182563272433,0,0,0,0
2,0.302916540175004,-0.298371243352199,0,31,0,0,1,0,0,0,0,0,4,0,3.46573590279973,0,0,0,1.6094379124341
1,0.331174553017827,0.29758637085401,1,32,1,0,0,0,0,0,0,0,2,0,3.49650756146648,0,0,0,1.09861228866811
2,-0.622054324923351,0.660018691951993,0,24,1,0,0,0,0,0,0,0,4,0,3.2188758248682,0,0,0,1.6094379124341
1,-5.17055995540527,0.501056471507524,0,21,1,0,0,0,0,1,1,0,2,0,3.09104245335832,0.693147180559945,0.693147180559945,0,1.09861228866811
1,1.78652276390523,0.146192206175848,0,41,0,0,1,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0
1,1.18573762001209,0.0186970992408343,0,38,0,0,0,0,1,0,0,0,1,0,3.66356164612965,0,0,0,0.693147180559945
2,0.166544527573425,0.166130128362831,0,32,1,0,0,0,0,0,0,0,2,0,3.49650756146648,0,0,0,1.09861228866811
1,-0.0470927074699006,-0.00936124688721628,0,27,0,0,1,0,0,0,0,0,5,0,3.3322045101752,0,0,0,1.79175946922805
1,0.714784598105878,1.67210400138932,1,24,0,0,1,0,0,0,0,0,1,0,3.2188758248682,0,0,0,0.693147180559945
2,2.91617668626425,-2.15516274084952,0,69,0,0,1,0,0,0,0,0,0,1,4.24849524204936,0,0,0,0
1,0.608342812629709,1.3992598398072,0,25,0,0,1,0,0,0,0,0,1,0,3.25809653802148,0,0,0,0.693147180559945
2,2.46398339388429,-1.06072867528958,0,55,0,0,1,0,0,0,0,0,0,1,4.02535169073515,0,0,0,0
2,-2.78741963011295,-1.55511938509445,0,28,1,0,0,0,0,1,0,0,7,0,3.36729582998647,0.693147180559945,0,0,2.07944154167984
2,-0.0858329699253288,2.32893445923573,1,20,1,0,0,0,0,0,0,0,1,0,3.04452243772342,0,0,0,0.693147180559945
2,0.352069416610885,-0.284101899908699,0,36,1,0,0,0,0,0,0,0,2,0,3.61091791264422,0,0,0,1.09861228866811
2,-3.90395000193332,-0.0913956866766315,1,39,0,0,0,1,0,0,0,2,10,0,3.68887945411394,0,0,1.09861228866811,2.39789527279837
1,1.43409529536661,0.360913751329046,1,35,0,0,1,0,0,0,0,0,1,1,3.58351893845611,0,0,0,0.693147180559945
2,-8.9299224100321,0.810064239188653,0,32,1,0,0,0,0,0,1,3,12,1,3.49650756146648,0,0.693147180559945,1.38629436111989,2.56494935746154
1,2.85321848280262,-1.98115656740427,0,69,0,0,0,0,1,0,0,0,0,1,4.24849524204936,0,0,0,0
1,1.3748296944951,-0.461216287196855,0,41,0,0,1,0,0,0,0,0,1,0,3.73766961828337,0,0,0,0.693147180559945
1,0.69076880112428,2.73547478868528,0,21,0,0,0,1,0,0,0,0,0,0,3.09104245335832,0,0,0,0
1,1.11195096350618,0.495942899548207,0,38,1,0,0,0,0,0,0,0,0,0,3.66356164612965,0,0,0,0
2,-0.184158163182989,2.03627152162087,0,21,1,0,0,0,0,0,0,0,1,0,3.09104245335832,0,0,0,0.693147180559945
1,-0.242370553756211,-1.27868599625469,0,31,0,0,1,0,0,0,0,0,10,1,3.46573590279973,0,0,0,2.39789527279837
2,1.0089670584051,-0.155909765048927,0,35,0,0,1,0,0,0,0,0,2,1,3.58351893845611,0,0,0,1.09861228866811
1,-0.0918671698399003,-0.752924438820324,0,34,1,0,0,0,0,0,0,0,5,1,3.55534806148941,0,0,0,1.79175946922805
1,0.227534906227145,2.64368001499358,0,21,1,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0
1,-0.0615183980475036,-2.21854533592689,0,43,1,0,0,0,0,0,0,0,8,1,3.78418963391826,0,0,0,2.19722457733622
1,0.545667486295977,2.83788186949033,1,21,1,0,0,0,0,0,0,0,0,1,3.09104245335832,0,0,0,0
2,-0.541934150947805,-0.0956937208930265,0,28,1,0,0,0,0,0,0,0,5,0,3.36729582998647,0,0,0,1.79175946922805
1,2.39187810582271,-2.3945096270429,1,65,0,0,1,0,0,0,0,0,1,0,4.18965474202643,0,0,0,0.693147180559945
1,1.44972627884481,1.92986037200442,1,27,0,0,1,0,0,0,0,0,0,1,3.3322045101752,0,0,0,0
2,-0.132597740587595,-0.283872209325797,0,29,0,0,0,0,1,0,0,0,6,0,3.40119738166216,0,0,0,1.94591014905531
2,-0.488141042363587,-4.31483756767817,0,48,0,0,1,0,0,0,0,0,20,0,3.89182029811063,0,0,0,3.04452243772342
2,-2.11978979741717,2.60894171120505,0,25,1,0,0,0,0,0,0,1,1,1,3.25809653802148,0,0,0.693147180559945,0.693147180559945
1,0.610705110755629,-1.65225787985763,0,42,0,0,0,0,1,0,0,0,6,1,3.76120011569356,0,0,0,1.94591014905531
1,0.720030782666402,-3.65778451902614,0,63,1,0,0,0,0,0,0,0,6,0,4.15888308335967,0,0,0,1.94591014905531
1,1.89865355326731,0.30926392994193,0,40,0,0,1,0,0,0,0,0,0,1,3.71357206670431,0,0,0,0
1,1.39655057667868,1.02114448726069,0,34,0,0,0,1,0,0,0,0,0,0,3.55534806148941,0,0,0,0
2,-0.184158163182989,2.03627152162087,0,21,1,0,0,0,0,0,0,0,1,0,3.09104245335832,0,0,0,0.693147180559945
1,0.873403183990273,1.19099563614054,0,27,0,0,1,0,0,0,0,0,1,1,3.3322045101752,0,0,0,0.693147180559945
1,1.30576220639104,1.67692088597522,0,29,0,0,0,1,0,0,0,0,0,1,3.40119738166216,0,0,0,0
2,1.68115833933234,0.836866002210571,0,35,0,0,1,0,0,0,0,0,0,1,3.58351893845611,0,0,0,0
2,-0.644522855719355,-1.20730903396895,0,32,1,0,0,0,0,0,0,0,9,1,3.49650756146648,0,0,0,2.30258509299405
1,1.90329721644297,-0.457003729717374,1,50,1,0,0,0,0,0,0,0,0,1,3.93182563272433,0,0,0,0
1,0.531752133628929,0.732690396359382,0,31,1,0,0,0,0,0,0,0,1,1,3.46573590279973,0,0,0,0.693147180559945
1,2.17596430611648,-0.363005696620047,0,47,0,0,1,0,0,0,0,0,0,1,3.87120101090789,0,0,0,0
1,1.38828007935883,-1.07585684400792,0,44,0,0,1,0,0,0,0,0,2,1,3.80666248977032,0,0,0,1.09861228866811
2,0.28777809750962,-2.28541097672673,0,44,0,0,0,1,0,0,0,0,8,0,3.80666248977032,0,0,0,2.19722457733622
1,2.25953422589625,-1.07079061892452,0,56,0,0,0,1,0,0,0,0,0,0,4.04305126783455,0,0,0,0
1,0.506943453395911,2.40038099928194,0,23,1,0,0,0,0,0,0,0,0,1,3.17805383034795,0,0,0,0
1,-0.0068228356491672,-3.57075168509432,0,54,1,0,0,0,0,0,0,0,10,0,4.00733318523247,0,0,0,2.39789527279837
1,-0.664499073831802,-3.00987363129953,0,38,0,0,1,0,0,0,0,0,17,0,3.66356164612965,0,0,0,2.89037175789616
2,0.934831847559311,2.14230658725154,0,25,0,0,0,1,0,0,0,0,0,0,3.25809653802148,0,0,0,0
2,1.2347775247344,-1.13860245601349,0,44,0,0,1,0,0,0,0,0,2,0,3.80666248977032,0,0,0,1.09861228866811
2,0.939805413724932,-2.04993162257649,0,52,1,0,0,0,0,0,0,0,3,1,3.97029191355212,0,0,0,1.38629436111989
2,2.37015798069709,-0.737829733844064,1,52,0,0,1,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0
2,0.381037460851576,2.70642562699915,0,21,1,0,0,0,0,0,0,0,0,1,3.09104245335832,0,0,0,0
1,-0.245521389202663,-0.25452776297227,0,31,1,0,0,0,0,0,0,0,4,0,3.46573590279973,0,0,0,1.6094379124341
1,0.907616571117383,-0.0836486547938127,1,39,1,0,0,0,0,0,0,0,1,0,3.68887945411394,0,0,0,0.693147180559945
1,0.489197107626009,-3.09900079528529,0,56,1,0,0,0,0,0,0,0,6,0,4.04305126783455,0,0,0,1.94591014905531
2,-0.937635219326847,-2.03075014064357,0,35,1,0,0,0,0,0,0,0,12,0,3.58351893845611,0,0,0,2.56494935746154
1,1.29142447505065,-0.25894837766492,0,39,0,0,1,0,0,0,0,0,1,0,3.68887945411394,0,0,0,0.693147180559945
1,1.39096624087157,1.54128263190359,0,29,0,0,1,0,0,0,0,0,0,1,3.40119738166216,0,0,0,0
1,0.479033043345617,0.449704066986361,1,28,0,0,1,0,0,0,0,0,3,0,3.36729582998647,0,0,0,1.38629436111989
2,-0.318750382155754,1.34485962001687,0,23,1,0,0,0,0,0,0,0,2,0,3.17805383034795,0,0,0,1.09861228866811
1,1.23008053540394,1.93204550908061,0,26,0,0,1,0,0,0,0,0,0,1,3.29583686600433,0,0,0,0
2,1.96538973332898,-2.21156950371831,1,64,1,0,0,0,0,0,0,0,1,1,4.17438726989564,0,0,0,0.693147180559945
2,-1.94777924151657,-4.2748603006711,1,51,1,0,0,0,0,1,0,0,10,0,3.95124371858143,0.693147180559945,0,0,2.39789527279837
1,2.51390972195106,-1.06439674653019,1,58,0,0,0,0,1,0,0,0,0,0,4.07753744390572,0,0,0,0
2,-3.65426491717709,4.02162584302425,0,20,0,0,1,0,0,0,0,2,1,0,3.04452243772342,0,0,1.09861228866811,0.693147180559945
2,0.227534906227145,2.64368001499358,0,21,1,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0
2,0.227534906227145,2.64368001499358,0,21,1,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0
1,0.35344089877148,2.33763538727636,0,23,1,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0
1,0.565249879592018,-1.57708178953496,0,46,1,0,0,0,0,0,0,0,3,0,3.85014760171006,0,0,0,1.38629436111989
2,0.263765343981501,-0.835261120118257,0,35,0,0,0,1,0,0,0,0,5,0,3.58351893845611,0,0,0,1.79175946922805
2,-0.983536392875543,-1.91936429765951,0,34,1,0,0,0,0,0,0,0,12,0,3.55534806148941,0,0,0,2.56494935746154
1,0.253036943073563,-0.177271042022594,0,30,0,0,1,0,0,0,0,0,4,0,3.43398720448515,0,0,0,1.6094379124341
1,1.50324385791071,1.19749330477554,0,33,0,0,0,1,0,0,0,0,0,1,3.52636052461616,0,0,0,0
1,1.06233075270425,-0.989316321618395,0,47,1,0,0,0,0,0,0,0,1,0,3.87120101090789,0,0,0,0.693147180559945
2,-2.13873009317214,-5.02028211209403,0,42,1,0,0,0,0,0,0,0,33,0,3.76120011569356,0,0,0,3.52636052461616
2,0.742986545672981,-0.215104897284991,0,39,1,0,0,0,0,0,0,0,1,0,3.68887945411394,0,0,0,0.693147180559945
2,0.306217950324522,-3.40956608176835,0,50,0,0,1,0,0,0,0,0,11,0,3.93182563272433,0,0,0,2.484906649788
2,0.684608219907523,0.560218097493894,0,30,0,0,0,1,0,0,0,0,2,1,3.43398720448515,0,0,0,1.09861228866811
1,-3.40208527852355,3.40863886555777,0,24,0,0,1,0,0,0,0,2,1,0,3.2188758248682,0,0,1.09861228866811,0.693147180559945
1,-0.216021348699153,1.62676943363127,1,22,1,0,0,0,0,0,0,0,2,0,3.13549421592915,0,0,0,1.09861228866811
2,0.404386699852275,0.876524129815543,0,26,0,0,1,0,0,0,0,0,2,0,3.29583686600433,0,0,0,1.09861228866811
1,0.83233037768626,-0.938774622918965,0,39,0,0,1,0,0,0,0,0,3,0,3.68887945411394,0,0,0,1.38629436111989
1,1.33345792923274,-0.360890175436346,0,40,0,0,1,0,0,0,0,0,1,0,3.71357206670431,0,0,0,0.693147180559945
1,0.413409712693944,2.19189973265078,0,24,1,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0
1,-2.39144940593229,2.833319672916,0,23,1,0,0,0,0,0,0,1,1,0,3.17805383034795,0,0,0.693147180559945,0.693147180559945
1,2.66461883865491,-1.54646938608163,0,61,0,0,1,0,0,0,0,0,0,1,4.12713438504509,0,0,0,0
2,0.956476816191408,-1.23982900126614,0,42,0,0,1,0,0,0,0,0,3,0,3.76120011569356,0,0,0,1.38629436111989
2,0.241163796731662,-0.791291839078542,0,38,1,0,0,0,0,0,0,0,3,0,3.66356164612965,0,0,0,1.38629436111989
2,2.70128880396217,-2.06940775002563,0,67,0,0,1,0,0,0,0,0,0,0,4.21950770517611,0,0,0,0
1,0.229687547221912,1.30101613963694,0,23,0,0,1,0,0,0,0,0,2,0,3.17805383034795,0,0,0,1.09861228866811
2,0.926687508382165,0.626101303973881,0,31,0,0,1,0,0,0,0,0,1,0,3.46573590279973,0,0,0,0.693147180559945
1,-2.97095908123572,-4.02841638682212,0,40,1,0,0,0,0,1,0,0,15,0,3.71357206670431,0.693147180559945,0,0,2.77258872223978
1,1.35853087628397,-0.101983208374065,0,44,1,0,0,0,0,0,0,0,0,0,3.80666248977032,0,0,0,0
2,-0.665762691729317,-1.97357350029029,0,37,1,0,0,0,0,0,0,0,10,0,3.63758615972639,0,0,0,2.39789527279837
1,-2.98752969526358,1.33775723899586,1,22,1,0,0,0,0,0,1,0,3,1,3.13549421592915,0,0.693147180559945,0,1.38629436111989
2,0.184779909043628,-0.640159993316917,0,31,0,0,1,0,0,0,0,0,6,1,3.46573590279973,0,0,0,1.94591014905531
2,-1.00000896354637,-0.779634498094996,0,28,1,0,0,0,0,0,0,0,9,0,3.36729582998647,0,0,0,2.30258509299405
1,1.15802416913997,-2.23747992588065,0,57,1,0,0,0,0,0,0,0,2,0,4.06044301054642,0,0,0,1.09861228866811
1,-0.126294413011465,0.639788273326794,0,24,0,0,0,0,1,0,0,0,5,1,3.2188758248682,0,0,0,1.79175946922805
1,-0.201815881077637,-1.42985110289852,0,33,0,0,1,0,0,0,0,0,9,0,3.52636052461616,0,0,0,2.30258509299405
2,-10.8936914779033,0.68617138199384,1,30,1,0,0,0,0,0,3,2,10,0,3.43398720448515,0,1.38629436111989,1.09861228866811,2.39789527279837
1,0.920054940329359,-3.31832536063963,0,56,0,0,1,0,0,0,0,0,7,0,4.04305126783455,0,0,0,2.07944154167984
1,1.94389348855441,-2.92654526321349,0,67,0,0,0,1,0,0,0,0,2,0,4.21950770517611,0,0,0,1.09861228866811
2,-0.930273542267008,-5.36322493986292,0,57,1,0,0,0,0,0,0,0,23,0,4.06044301054642,0,0,0,3.17805383034795
1,0.471656599847409,-0.0433556541833932,1,35,1,0,0,0,0,0,0,0,2,0,3.58351893845611,0,0,0,1.09861228866811
2,-2.55607798477491,0.535051509750294,0,29,1,0,0,0,0,0,1,0,2,1,3.40119738166216,0,0.693147180559945,0,1.09861228866811
2,1.09824019751849,-0.372505730317296,0,37,0,0,1,0,0,0,0,0,2,1,3.63758615972639,0,0,0,1.09861228866811
2,-0.00815618085521684,-4.62204281334721,0,62,1,0,0,0,0,0,0,0,13,0,4.14313472639153,0,0,0,2.63905732961526
2,-0.733643944837766,0.805814806010275,0,22,1,0,0,0,0,0,0,0,5,1,3.13549421592915,0,0,0,1.79175946922805
2,-0.363658020334038,-0.596316512936989,0,31,1,0,0,0,0,0,0,0,6,1,3.46573590279973,0,0,0,1.94591014905531
2,0.44504246140811,2.55083457040516,0,22,1,0,0,0,0,0,0,0,0,1,3.13549421592915,0,0,0,0
2,-0.280810130359718,-0.90607449062615,0,31,0,0,0,1,0,0,0,0,8,0,3.46573590279973,0,0,0,2.19722457733622
1,-0.145805793781701,-1.51308635490294,0,33,0,0,1,0,0,0,0,0,10,1,3.52636052461616,0,0,0,2.39789527279837
1,0.347844601112608,1.01389256592041,0,25,0,0,1,0,0,0,0,0,2,0,3.25809653802148,0,0,0,1.09861228866811
1,-0.123001371931811,0.623723501752027,1,27,1,0,0,0,0,0,0,0,3,0,3.3322045101752,0,0,0,1.38629436111989
1,2.46398339388429,-1.06072867528958,0,55,0,0,1,0,0,0,0,0,0,1,4.02535169073515,0,0,0,0
2,-0.144051229525391,0.920367610195471,0,26,1,0,0,0,0,0,0,0,2,0,3.29583686600433,0,0,0,1.09861228866811
1,-0.445465464717176,-1.29393261705855,0,35,1,0,0,0,0,0,0,0,7,0,3.58351893845611,0,0,0,2.07944154167984
2,1.41631795360171,-1.91953819121523,0,50,0,0,1,0,0,0,0,0,3,1,3.93182563272433,0,0,0,1.38629436111989
1,0.481872536527489,0.853790597688986,0,30,1,0,0,0,0,0,0,0,1,1,3.43398720448515,0,0,0,0.693147180559945
2,-0.399189214112346,0.763277074933087,0,25,1,0,0,0,0,0,0,0,3,0,3.25809653802148,0,0,0,1.38629436111989
2,2.54538066044714,-2.33176401503732,1,65,0,0,1,0,0,0,0,0,1,1,4.18965474202643,0,0,0,0.693147180559945
2,0.954572673859034,1.40880952021769,1,31,1,0,0,0,0,0,0,0,0,0,3.46573590279973,0,0,0,0
1,0.731542292762776,2.38610158714753,1,24,1,0,0,0,0,0,0,0,0,1,3.2188758248682,0,0,0,0
2,-0.373786541591556,-1.00706568910008,0,34,1,0,0,0,0,0,0,0,6,0,3.55534806148941,0,0,0,1.94591014905531
1,-2.85718597620127,-0.0592701544252146,1,30,1,0,0,0,0,0,1,0,4,0,3.43398720448515,0,0.693147180559945,0,1.6094379124341
1,1.76058433029621,1.10396049877338,1,35,0,0,0,1,0,0,0,0,0,1,3.58351893845611,0,0,0,0
2,-1.34680049086537,-1.7055453439529,0,30,1,0,0,0,0,0,0,0,14,0,3.43398720448515,0,0,0,2.70805020110221
1,0.703657127285908,1.60339337090372,0,24,0,0,1,0,0,0,0,0,1,1,3.2188758248682,0,0,0,0.693147180559945
2,1.29898374717871,-2.06990441560928,0,51,0,0,1,0,0,0,0,0,3,0,3.95124371858143,0,0,0,1.38629436111989
1,-0.0694048860320492,0.493547547366289,1,28,1,0,0,0,0,0,0,0,3,0,3.36729582998647,0,0,0,1.38629436111989
2,-0.287678242774584,0.379077199679994,1,27,1,0,0,0,0,0,0,0,4,0,3.3322045101752,0,0,0,1.6094379124341
1,0.891957956044297,-2.26606265554368,0,50,0,0,0,0,1,0,0,0,5,0,3.93182563272433,0,0,0,1.79175946922805
